Make,Vehicle Class,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
BMW,COMPACT,3,6,Z,13.4,9.6,11.7,24,273
BMW,COMPACT,3,6,Z,14.1,10.3,12.4,23,290
BMW,MID-SIZE,4.4,8,Z,16,11,13.8,20,322
BMW,MID-SIZE,4.4,8,Z,16,11,13.8,20,322
BMW,MID-SIZE,4.4,8,Z,13.6,9.3,11.7,24,273
BMW,FULL-SIZE,6.6,12,Z,17.8,11.9,15.1,19,354
BMW,SUBCOMPACT,4.4,8,Z,16,11,13.8,20,322
BMW,SUBCOMPACT,4.4,8,Z,16,11,13.8,20,322
BMW,SUBCOMPACT,4.4,8,Z,16,11,13.8,20,322
BMW,SUBCOMPACT,4.4,8,Z,16,11,13.8,20,322
BMW,MID-SIZE,4.4,8,Z,16,11,13.8,20,322
BMW,MID-SIZE,4.4,8,Z,16,11,13.8,20,322
BMW,SUBCOMPACT,4.4,8,Z,14.5,9.9,12.4,23,290
BMW,SUBCOMPACT,4.4,8,Z,13.6,9.3,11.7,24,273
BMW,MID-SIZE,4.4,8,Z,14.5,9.9,12.4,23,290
BMW,SUV - SMALL,2,4,Z,10.3,7.7,9.1,31,213
BMW,SUV - SMALL,2,4,Z,9.9,7.6,8.8,32,207
BMW,SUV - SMALL,2,4,Z,10,7.8,9,31,210
BMW,SUV - SMALL,2,4,Z,10,8.2,9.2,31,215
BMW,SUV - SMALL,3,6,Z,16.6,12.1,14.6,19,339
BMW,SUV - SMALL,3,6,Z,16.6,12.1,14.6,19,339
BMW,SUV - SMALL,3,6,Z,11.3,8.7,10.1,28,235
BMW,SUV - SMALL,2,4,Z,10,8.2,9.2,31,215
BMW,SUV - SMALL,3,6,Z,16.6,12.1,14.6,19,339
BMW,SUV - SMALL,3,6,Z,16.6,12.1,14.6,19,339
BMW,SUV - SMALL,3,6,Z,11.3,8.7,10.1,28,235
BMW,SUV - STANDARD,3,6,Z,11.7,9.1,10.5,27,245
BMW,SUV - STANDARD,4.4,8,Z,14.5,10.7,12.8,22,302
BMW,SUV - STANDARD,4.4,8,Z,14.5,10.7,12.8,22,302
BMW,SUV - STANDARD,3,6,Z,11.7,9.1,10.5,27,245
BMW,SUV - STANDARD,4.4,8,Z,14.5,10.7,12.8,22,302
BMW,SUV - STANDARD,3,6,Z,12,9.4,10.8,26,254
BMW,SUV - STANDARD,4.4,8,Z,15.5,11.4,13.6,21,318
BMW,SUV - STANDARD,4.4,8,Z,15.5,11.4,13.6,21,318
BMW,TWO-SEATER,2,4,Z,9.5,7.4,8.5,33,200
BMW,TWO-SEATER,3,6,Z,10.3,8,9.3,30,216
BUGATTI,TWO-SEATER,8,16,Z,26.8,16.6,22.2,13,522
BUGATTI,TWO-SEATER,8,16,Z,26.8,16.6,22.2,13,522
BUGATTI,TWO-SEATER,8,16,Z,26.8,16.6,22.2,13,522
CHEVROLET,COMPACT,3.6,6,X,13.2,8.7,11.2,25,258
CHEVROLET,COMPACT,3.6,6,X,14.2,8.6,11.7,24,269
CHEVROLET,COMPACT,3.6,6,X,12.7,7.9,10.5,27,242
CHEVROLET,COMPACT,6.2,8,Z,15.3,9.8,12.8,22,294
CHEVROLET,COMPACT,6.2,8,Z,15,9.9,12.7,22,292
CHEVROLET,COMPACT,6.2,8,Z,19.7,12.9,16.6,17,382
CHEVROLET,COMPACT,6.2,8,Z,16.7,12.5,14.8,19,340
CHEVROLET,TWO-SEATER,6.2,8,Z,14.9,8.5,12,24,276
CHEVROLET,TWO-SEATER,6.2,8,Z,13.7,8.2,11.2,25,258
CHEVROLET,MID-SIZE,1.4,4,X,9.1,6.3,7.8,36,179
CHEVROLET,MID-SIZE,1.4,4,X,9.1,6.3,7.8,36,179
CHEVROLET,MID-SIZE,1.8,4,X,10.5,6.7,8.8,32,202
CHEVROLET,MID-SIZE,1.8,4,X,9.5,6.5,8.2,34,189
CHEVROLET,MID-SIZE,2,4,D,8.7,5.1,7.1,40,192
CHEVROLET,MID-SIZE,1.4,4,X,9.1,6,7.7,37,177
CHEVROLET,MID-SIZE,1.4,4,X,8.4,5.6,7.1,40,163
CHEVROLET,SUV - SMALL,2.4,4,X,10.5,7.3,9.1,31,209
CHEVROLET,SUV - SMALL,3.6,6,X,13.9,9.6,12,24,276
CHEVROLET,SUV - SMALL,3.6,6,E,18.8,13.1,16.2,17,259
CHEVROLET,SUV - SMALL,2.4,4,X,11.5,8.2,10,28,230
CHEVROLET,SUV - SMALL,3.6,6,X,14.8,9.9,12.6,22,290
CHEVROLET,SUV - SMALL,3.6,6,E,19.8,13.6,17,17,272
CHEVROLET,VAN - CARGO,4.3,6,X,17.1,12.7,15.1,19,347
CHEVROLET,VAN - CARGO,5.3,8,X,18,13.4,15.9,18,366
CHEVROLET,VAN - CARGO,5.3,8,E,23.5,17.7,20.9,14,334
CHEVROLET,VAN - CARGO,5.3,8,X,18.3,14.2,16.5,17,380
CHEVROLET,VAN - CARGO,5.3,8,E,23.7,18.8,21.5,13,344
CHEVROLET,VAN - CARGO,5.3,8,X,18.6,13.9,16.5,17,380
CHEVROLET,VAN - CARGO,5.3,8,E,23.9,18.5,21.5,13,344
CHEVROLET,VAN - CARGO,5.3,8,X,18.3,14.2,16.5,17,380
CHEVROLET,VAN - CARGO,5.3,8,E,25.3,19.3,22.6,12,362
CHEVROLET,VAN - PASSENGER,5.3,8,X,18.6,13.9,16.5,17,380
CHEVROLET,VAN - PASSENGER,5.3,8,E,23.9,18.5,21.5,13,344
CHEVROLET,VAN - PASSENGER,5.3,8,X,18.3,14.2,16.5,17,380
CHEVROLET,VAN - PASSENGER,5.3,8,E,25.3,19.3,22.6,12,362
CHEVROLET,VAN - PASSENGER,4.8,8,X,21.1,14.2,18,16,414
CHEVROLET,VAN - PASSENGER,6,8,X,21.9,15,18.8,15,432
CHEVROLET,VAN - PASSENGER,6,8,E,30,20.4,25.7,11,411
CHEVROLET,VAN - PASSENGER,4.8,8,X,21.3,14.3,18.2,16,419
CHEVROLET,VAN - PASSENGER,6,8,X,22.1,15,18.9,15,435
CHEVROLET,VAN - PASSENGER,6,8,E,30.2,20.5,25.8,11,413
CHEVROLET,FULL-SIZE,2.5,4,X,11.3,7.5,9.6,29,221
CHEVROLET,FULL-SIZE,3.6,6,X,12.6,8.2,10.6,27,244
CHEVROLET,FULL-SIZE,3.6,6,E,16.7,11.3,14.3,20,229
CHEVROLET,FULL-SIZE,2.4,4,X,10,7,8.7,32,200
CHEVROLET,MID-SIZE,2,4,Z,11.5,7.9,9.9,29,228
CHEVROLET,MID-SIZE,2.5,4,X,9.3,6.4,8,35,184
CHEVROLET,SUV - SMALL,2.4,4,X,12.2,8.6,10.6,27,244
CHEVROLET,SUV - SMALL,2.4,4,X,11.8,8.3,10.2,28,235
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,13.4,9.9,11.8,24,271
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,18.9,14.2,16.8,17,269
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,292
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,19.5,13.7,16.9,17,270
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16.3,11.4,14.1,20,324
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,14.2,10.6,12.6,22,290
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,20,15.1,17.8,16,285
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.9,10.6,13,22,299
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,19.9,14.2,17.3,16,277
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16.4,11.7,14.3,20,329
CHEVROLET,COMPACT,1.4,4,X,9.1,6.7,8,35,184
CHEVROLET,COMPACT,1.4,4,X,8.5,6.2,7.5,38,173
CHEVROLET,COMPACT,1.8,4,X,9.6,6.6,8.3,34,191
CHEVROLET,COMPACT,1.8,4,X,8.9,6.7,7.9,36,182
CHEVROLET,COMPACT,1.4,4,X,9.4,7,8.3,34,191
CHEVROLET,COMPACT,1.4,4,X,8.8,7,8,35,184
CHEVROLET,MID-SIZE,1.4,4,X,9.1,6.7,8,35,184
CHEVROLET,MID-SIZE,1.4,4,X,8.5,6.2,7.5,38,172
CHEVROLET,MID-SIZE,1.8,4,X,9.6,6.6,8.3,34,191
CHEVROLET,MID-SIZE,1.8,4,X,8.9,6.7,7.9,36,182
CHEVROLET,MID-SIZE,1.4,4,X,9.4,7,8.3,34,191
CHEVROLET,MID-SIZE,1.4,4,X,8.8,7,8,35,184
CHEVROLET,SUBCOMPACT,1.2,4,X,7.7,6,6.9,41,159
CHEVROLET,SUBCOMPACT,1.2,4,X,7.6,6,6.9,41,159
CHEVROLET,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
CHEVROLET,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
CHEVROLET,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
CHEVROLET,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
CHEVROLET,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
CHEVROLET,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
CHEVROLET,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
CHEVROLET,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
CHEVROLET,SUV - STANDARD,3.6,6,X,14.3,9.9,12.3,23,283
CHEVROLET,SUV - STANDARD,3.6,6,X,14.6,10.2,12.6,22,290
CHEVROLET,SUV - SMALL,1.4,4,X,9.4,7.1,8.4,34,193
CHEVROLET,SUV - SMALL,1.4,4,X,9.1,6.8,8.1,35,186
CHEVROLET,SUV - SMALL,1.4,4,X,10,7.8,9,31,207
CHEVROLET,COMPACT,3.6,6,X,13.3,8.8,11.3,25,260
CHEVROLET,COMPACT,3.6,6,X,14,8.4,11.5,25,265
CHEVROLET,COMPACT,6.2,8,Z,15.3,9.8,12.8,22,294
CHEVROLET,COMPACT,6.2,8,Z,15,9.9,12.7,22,292
CHEVROLET,COMPACT,3.6,6,X,12.6,7.9,10.5,27,242
CHEVROLET,COMPACT,6.2,8,Z,18.1,12.3,15.5,18,357
CHEVROLET,COMPACT,6.2,8,Z,19.9,13,16.8,17,386
CHEVROLET,COMPACT,6.2,8,Z,16.6,12.4,14.7,19,338
CHEVROLET,SPECIAL PURPOSE VEHICLE,2,4,X,9.7,9,9.4,30,216
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,11.9,8.8,10.5,27,242
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.2,9.1,10.8,26,248
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13,9.2,11.3,25,260
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.7,9.5,11.3,25,260
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13.5,9.8,11.8,24,271
CHEVROLET,TWO-SEATER,6.2,8,Z,14.6,8.1,11.7,24,269
CHEVROLET,TWO-SEATER,6.2,8,Z,13.7,8.2,11.2,25,258
CHEVROLET,TWO-SEATER,6.2,8,Z,17.7,10.2,14.3,20,329
CHEVROLET,TWO-SEATER,6.2,8,Z,15.7,10.6,13.4,21,308
CHEVROLET,MID-SIZE,1.4,4,X,9.1,6.3,7.8,36,179
CHEVROLET,MID-SIZE,1.4,4,X,9,6.2,7.8,36,179
CHEVROLET,MID-SIZE,1.8,4,X,10.5,6.8,8.8,32,202
CHEVROLET,MID-SIZE,1.8,4,X,9.4,6.6,8.1,35,186
CHEVROLET,MID-SIZE,2,4,D,8.7,5.1,7.1,40,192
CHEVROLET,MID-SIZE,1.4,4,X,9,6.1,7.7,37,177
CHEVROLET,MID-SIZE,1.4,4,X,8.4,5.6,7.1,40,163
CHEVROLET,SUV - SMALL,2.4,4,X,10.5,7.3,9.1,31,209
CHEVROLET,SUV - SMALL,2.4,4,X,10.5,7.3,9.1,31,209
CHEVROLET,SUV - SMALL,2.4,4,E,15.6,10.8,13.4,21,214
CHEVROLET,SUV - SMALL,3.6,6,X,14.2,9.5,12.1,23,278
CHEVROLET,SUV - SMALL,2.4,4,X,11.5,8.2,10,28,230
CHEVROLET,SUV - SMALL,2.4,4,X,11.5,8.2,10,28,230
CHEVROLET,SUV - SMALL,2.4,4,E,16.3,11.6,14.2,20,227
CHEVROLET,SUV - SMALL,3.6,6,X,14.8,9.9,12.6,22,290
CHEVROLET,VAN - PASSENGER,4.8,8,X,21,14.2,18,16,414
CHEVROLET,VAN - PASSENGER,6,8,X,22,14.9,18.8,15,432
CHEVROLET,VAN - PASSENGER,6,8,X,22,14.9,18.8,15,432
CHEVROLET,VAN - PASSENGER,6,8,E,30.3,20.5,25.9,11,414
CHEVROLET,VAN - PASSENGER,4.8,8,X,21.3,14.3,18.1,16,416
CHEVROLET,VAN - PASSENGER,6,8,X,22.2,15.1,19,15,437
CHEVROLET,VAN - PASSENGER,6,8,X,22.2,15.1,19,15,437
CHEVROLET,VAN - PASSENGER,6,8,E,30.6,20.6,26.1,11,418
CHEVROLET,FULL-SIZE,2.5,4,X,10.6,7.5,9.2,31,212
CHEVROLET,FULL-SIZE,3.6,6,X,12.5,8.2,10.6,27,244
CHEVROLET,FULL-SIZE,3.6,6,E,17,11.5,14.5,19,232
CHEVROLET,MID-SIZE,2,4,Z,11.4,7.9,9.8,29,225
CHEVROLET,MID-SIZE,2.5,4,X,9.3,6.4,8,35,184
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,13.4,9.9,11.9,24,274
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,19.3,14.3,17.1,17,274
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,292
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,19.9,13.8,17.2,16,275
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16.1,11.4,14,20,322
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,14.1,10.6,12.5,23,288
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,20.3,15.2,18,16,288
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.9,10.7,13,22,299
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,20.2,14.3,17.5,16,280
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16.3,11.6,14.2,20,327
CHEVROLET,COMPACT,1.4,4,X,9,6.8,8,35,184
CHEVROLET,COMPACT,1.4,4,X,8.5,6.2,7.5,38,173
CHEVROLET,COMPACT,1.8,4,X,9.6,6.7,8.3,34,191
CHEVROLET,COMPACT,1.8,4,X,9,6.8,8,35,184
CHEVROLET,COMPACT,1.4,4,X,9.4,7,8.3,34,191
CHEVROLET,COMPACT,1.4,4,X,8.9,6.9,8,35,184
CHEVROLET,MID-SIZE,1.4,4,X,9,6.8,8,35,184
CHEVROLET,MID-SIZE,1.4,4,X,8.5,6.2,7.5,38,173
CHEVROLET,MID-SIZE,1.8,4,X,9.6,6.7,8.3,34,191
CHEVROLET,MID-SIZE,1.8,4,X,9,6.8,8,35,184
CHEVROLET,MID-SIZE,1.4,4,X,9.4,7,8.3,34,191
CHEVROLET,MID-SIZE,1.4,4,X,8.9,6.9,8,35,184
CHEVROLET,SUBCOMPACT,1.2,4,X,7.7,6.1,7,40,161
CHEVROLET,SUBCOMPACT,1.2,4,X,7.5,6,6.8,42,156
CHEVROLET,SUV - STANDARD,5.3,8,X,14.9,10.1,12.7,22,292
CHEVROLET,SUV - STANDARD,5.3,8,E,20.2,13.6,17.2,16,275
CHEVROLET,SUV - STANDARD,5.3,8,X,15.4,10.8,13.3,21,306
CHEVROLET,SUV - STANDARD,5.3,8,E,22.1,15.4,19.1,15,306
CHEVROLET,SUV - STANDARD,5.3,8,X,14.9,10.1,12.7,22,292
CHEVROLET,SUV - STANDARD,5.3,8,E,20.2,13.6,17.2,16,275
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,299
CHEVROLET,SUV - STANDARD,5.3,8,E,20.5,14,17.6,16,282
CHEVROLET,SUV - STANDARD,3.6,6,X,14.2,9.9,12.3,23,283
CHEVROLET,SUV - STANDARD,3.6,6,X,14.6,10.2,12.6,22,290
CHEVROLET,SUV - SMALL,1.4,4,X,9.2,7,8.2,34,189
CHEVROLET,SUV - SMALL,1.4,4,X,9.1,6.9,8.1,35,186
CHEVROLET,SUV - SMALL,1.4,4,X,9.7,7.6,8.7,32,200
CHEVROLET,COMPACT,2,4,Z,10.9,7.5,9.3,30,218
CHEVROLET,COMPACT,2,4,Z,11.4,7.9,9.8,29,229
CHEVROLET,COMPACT,3.6,6,X,12.3,8.5,10.6,27,248
CHEVROLET,COMPACT,3.6,6,X,13.2,8.7,11.2,25,261
CHEVROLET,COMPACT,6.2,8,Z,14.2,8.4,11.6,24,272
CHEVROLET,COMPACT,6.2,8,Z,14.3,9.4,12.1,23,284
CHEVROLET,SPECIAL PURPOSE VEHICLE,2,4,X,9.7,9,9.4,30,220
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,11.9,8.9,10.5,27,247
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.2,9.1,10.8,26,253
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,10.8,7.7,9.4,30,252
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13,9.2,11.3,25,265
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.7,9.6,11.3,25,265
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,12,8.2,10.3,27,277
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13.6,9.9,11.9,24,279
CHEVROLET,TWO-SEATER,6.2,8,Z,14.6,8.1,11.7,24,275
CHEVROLET,TWO-SEATER,6.2,8,Z,13.7,8.2,11.2,25,263
CHEVROLET,TWO-SEATER,6.2,8,Z,17.7,10.2,14.3,20,335
CHEVROLET,TWO-SEATER,6.2,8,Z,15.7,10.6,13.4,21,313
CHEVROLET,COMPACT,1.4,4,X,7.8,5.6,6.8,42,159
CHEVROLET,COMPACT,1.4,4,X,8.2,5.8,7.1,40,167
CHEVROLET,COMPACT,1.4,4,X,7.8,5.9,6.9,41,160
CHEVROLET,MID-SIZE,1.4,4,X,9.1,6.3,7.8,36,184
CHEVROLET,MID-SIZE,1.4,4,X,9,6.2,7.8,36,182
CHEVROLET,MID-SIZE,1.8,4,X,10.5,6.8,8.8,32,207
CHEVROLET,MID-SIZE,1.8,4,X,9.4,6.6,8.1,35,190
CHEVROLET,MID-SIZE,1.4,4,X,9,6.1,7.7,37,181
CHEVROLET,MID-SIZE,1.4,4,X,8.4,5.6,7.1,40,167
CHEVROLET,SUV - SMALL,2.4,4,X,10.5,7.3,9.1,31,214
CHEVROLET,SUV - SMALL,3.6,6,X,14.2,9.5,12.1,23,285
CHEVROLET,SUV - SMALL,2.4,4,X,10.5,7.3,9.1,31,214
CHEVROLET,SUV - SMALL,2.4,4,E,15.6,10.8,13.4,21,221
CHEVROLET,SUV - SMALL,2.4,4,X,11.5,8.2,10,28,235
CHEVROLET,SUV - SMALL,3.6,6,X,14.9,10.1,12.8,22,300
CHEVROLET,SUV - SMALL,2.4,4,X,11.5,8.2,10,28,235
CHEVROLET,SUV - SMALL,2.4,4,E,16.3,11.6,14.2,20,236
CHEVROLET,VAN - PASSENGER,6,8,X,22,14.9,18.8,15,441
CHEVROLET,VAN - PASSENGER,6,8,X,23,16,19.8,14,465
CHEVROLET,FULL-SIZE,2.5,4,X,10.6,7.5,9.2,31,215
CHEVROLET,FULL-SIZE,3.6,6,X,12.5,8.2,10.6,27,248
CHEVROLET,FULL-SIZE,3.6,6,E,17,11.5,14.5,19,239
CHEVROLET,MID-SIZE,3.6,6,X,13.9,9.3,11.9,24,272
CHEVROLET,MID-SIZE,3.6,6,N,15.2,9.5,12.7,22,213
CHEVROLET,MID-SIZE,1.5,4,X,8.7,6.3,7.6,37,179
CHEVROLET,MID-SIZE,2,4,Z,10.6,7.1,9,31,211
CHEVROLET,MID-SIZE,2.5,4,X,10,7,8.6,33,202
CHEVROLET,MID-SIZE,1.8,4,X,5,5.1,5.1,55,122
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.4,12.7,22,298
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16.1,11.4,14,20,328
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,13.5,10,11.9,24,280
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,19.3,14.4,17.1,17,284
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.4,12.7,22,298
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,19.9,14,17.2,16,286
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15,10.7,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16.3,11.6,14.2,20,332
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,14.2,10.7,12.6,22,296
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,20.3,15.3,18.1,16,301
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15,10.7,13.1,22,306
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,20.5,14.4,17.8,16,295
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.4,11.2,13,22,304
CHEVROLET,COMPACT,1.4,4,X,9,6.8,8,35,188
CHEVROLET,COMPACT,1.4,4,X,8.5,6.2,7.5,38,175
CHEVROLET,COMPACT,1.8,4,X,9.6,6.7,8.3,34,195
CHEVROLET,COMPACT,1.8,4,X,9,6.8,8,35,187
CHEVROLET,COMPACT,1.4,4,X,9.5,7.1,8.4,34,195
CHEVROLET,COMPACT,1.4,4,X,8.9,7,8,35,189
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,9,6.8,8,35,188
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,8.5,6.2,7.5,38,175
CHEVROLET,STATION WAGON - SMALL,1.8,4,X,9.6,6.7,8.3,34,195
CHEVROLET,STATION WAGON - SMALL,1.8,4,X,9,6.8,8,35,187
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,9.5,7.1,8.4,34,195
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,8.9,7,8,35,189
CHEVROLET,SUBCOMPACT,1.4,4,X,7.6,5.7,6.7,42,157
CHEVROLET,SUBCOMPACT,1.4,4,X,7.8,5.8,6.9,41,162
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,304
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,304
CHEVROLET,SUV - STANDARD,5.3,8,E,20.5,14,17.6,16,288
CHEVROLET,SUV - STANDARD,5.3,8,X,15.4,10.8,13.3,21,312
CHEVROLET,SUV - STANDARD,5.3,8,X,15.4,10.8,13.3,21,312
CHEVROLET,SUV - STANDARD,5.3,8,E,22.2,15.3,19.1,15,317
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,304
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13,22,304
CHEVROLET,SUV - STANDARD,5.3,8,E,20.5,14,17.6,16,288
CHEVROLET,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310
CHEVROLET,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310
CHEVROLET,SUV - STANDARD,5.3,8,E,20.9,14.5,18,16,300
CHEVROLET,SUV - STANDARD,3.6,6,X,15.8,10.6,13.4,21,315
CHEVROLET,SUV - STANDARD,3.6,6,X,16.1,10.8,13.7,21,323
CHEVROLET,SUV - SMALL,1.4,4,X,9.2,7,8.2,34,193
CHEVROLET,SUV - SMALL,1.4,4,X,9.1,6.9,8.1,35,190
CHEVROLET,SUV - SMALL,1.4,4,X,9.7,7.6,8.7,32,205
CHEVROLET,SUBCOMPACT,2,4,Z,10.9,7.7,9.5,30,222
CHEVROLET,SUBCOMPACT,2,4,Z,11.9,8,10.1,28,236
CHEVROLET,SUBCOMPACT,3.6,6,X,12.3,8.6,10.6,27,249
CHEVROLET,SUBCOMPACT,3.6,6,X,14.4,8.4,11.7,24,274
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.2,8.7,11.7,24,273
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.3,9.4,12.1,23,284
CHEVROLET,SUBCOMPACT,6.2,8,Z,19,11.6,15.6,18,367
CHEVROLET,SUBCOMPACT,6.2,8,Z,17.2,12,14.9,19,349
CHEVROLET,SPECIAL PURPOSE VEHICLE,2,4,X,9.8,9,9.4,30,220
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12,9.2,10.7,26,252
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.2,9.2,10.9,26,254
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,10.8,7.9,9.5,30,255
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13.4,9.6,11.7,24,274
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.7,9.6,11.3,25,263
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,12.1,8.4,10.4,27,280
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,14,9.9,12.2,23,286
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,12.5,10.7,11.7,24,315
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,15,13,14.1,20,331
CHEVROLET,TWO-SEATER,6.2,8,Z,15.2,8.9,12.4,23,290
CHEVROLET,TWO-SEATER,6.2,8,Z,14.2,9,11.9,24,278
CHEVROLET,TWO-SEATER,6.2,8,Z,17.6,10.3,14.3,20,336
CHEVROLET,TWO-SEATER,6.2,8,Z,15.6,10.6,13.4,21,312
CHEVROLET,COMPACT,1.4,4,X,7.9,5.9,7,40,165
CHEVROLET,COMPACT,1.4,4,X,8.3,6,7.3,39,170
CHEVROLET,COMPACT,1.4,4,X,8.1,6,7.2,39,169
CHEVROLET,COMPACT,1.6,4,D,7.6,5,6.4,44,172
CHEVROLET,COMPACT,1.6,4,D,7.7,4.5,6.3,45,169
CHEVROLET,COMPACT,1.4,4,X,8.1,6.2,7.3,39,172
CHEVROLET,COMPACT,1.4,4,X,8.3,6.4,7.4,38,173
CHEVROLET,COMPACT,1.4,4,X,8.4,6.4,7.5,38,176
CHEVROLET,SUV - SMALL,2.4,4,X,11,7.5,9.4,30,221
CHEVROLET,SUV - SMALL,2.4,4,X,11,7.5,9.4,30,221
CHEVROLET,SUV - SMALL,2.4,4,E,15.6,11,13.6,21,223
CHEVROLET,SUV - SMALL,3.6,6,X,14.1,9.7,12.1,23,285
CHEVROLET,SUV - SMALL,2.4,4,X,11.5,8.3,10.1,28,237
CHEVROLET,SUV - SMALL,2.4,4,X,11.5,8.3,10.1,28,237
CHEVROLET,SUV - SMALL,2.4,4,E,16.3,11.8,14.2,20,234
CHEVROLET,SUV - SMALL,3.6,6,X,15,10.4,13,22,304
CHEVROLET,VAN - PASSENGER,6,8,X,21.8,14.8,18.6,15,438
CHEVROLET,VAN - PASSENGER,6,8,X,22.3,14.9,19,15,445
CHEVROLET,FULL-SIZE,2.5,4,X,10.9,7.9,9.5,30,224
CHEVROLET,FULL-SIZE,3.6,6,X,12.5,8.3,10.6,27,249
CHEVROLET,FULL-SIZE,3.6,6,E,17,11.7,14.6,19,240
